,name,latitude,longitude,country,state
430,La Alberca de Záncara,39.5142257,-2.4924704,ES,Castile-La Mancha
431,Munera,39.0417625,-2.4800931,ES,Castile-La Mancha
432,Almendralejo,38.6846791,-6.4067802,ES,Extremadura
433,Lora de Estepa,37.2687903,-4.8271052,ES,Andalusia
434,Carmona,37.4717882,-5.641291,ES,Andalusia
435,Torres,37.7846518,-3.5081897,ES,Andalusia
436,Espiel,38.1885533,-5.0189717,ES,Andalusia
437,Montoro,38.0215633,-4.3827296,ES,Andalusia
438,La Rambla,37.6061688,-4.7398851,ES,Andalusia
439,El Campillo,41.2578168,-5.0146988,ES,Castile and León
440,Baeza,37.9945171,-3.4708163,ES,Andalusia
441,Valverde del Camino,37.5739612,-6.7543559,ES,Andalusia
442,Cardeña,38.2703085,-4.3227324,ES,Andalusia
443,Víznar,37.2312071,-3.5539201,ES,Andalusia
444,Cartaya,37.2829111,-7.1545752,ES,Andalusia
445,Azuaga,38.2592148,-5.6768563,ES,Extremadura
446,Dólar,37.178181,-2.9913966,ES,Andalusia
447,Puertollano,38.6852161,-4.1111749,ES,Castile-La Mancha
448,El Granado,37.5207224,-7.4164124,ES,Andalusia
449,Benamejí,37.2671843,-4.540364,ES,Andalusia
450,Alcalá la Real,37.4619794,-3.922384,ES,Andalusia
451,Linares,38.0928249,-3.6343581,ES,Andalusia
452,Cazorla,37.9128927,-3.0038873,ES,Andalusia
453,Bailén,38.096787,-3.7765601,ES,Andalusia
454,Fuente Palmera,37.7034749,-5.1034327,ES,Andalusia
455,Fuentes de Andalucía,37.4645318,-5.3443621,ES,Andalusia
456,Priego de Córdoba,37.4384292,-4.1980422,ES,Andalusia
457,Villarrasa,37.3880086,-6.6054262,ES,Andalusia
458,Villanueva del Arzobispo,38.1687701,-3.0076576,ES,Andalusia
459,La Puebla de los Infantes,37.7807467,-5.3893743,ES,Andalusia
460,El Cerro de Andévalo,37.7334975,-6.9384854,ES,Andalusia
461,Aguilar de la Frontera,37.5146967,-4.6567166,ES,Andalusia
462,Coín,36.6600506,-4.7565615,ES,Andalusia
463,Cortes de la Frontera,36.6170845,-5.3426714,ES,Andalusia
464,Torremolinos,36.6242841,-4.4995448,ES,Andalusia
465,Benahavís,36.5222736,-5.0441068,ES,Andalusia
466,Válor,36.9961661,-3.0809964,ES,Andalusia
467,Lanjarón,36.9181138,-3.4801561,ES,Andalusia
468,Algarrobo,36.7732439,-4.0399307,ES,Andalusia
469,Málaga,36.7213028,-4.4216366,ES,Andalusia
470,Jimena de la Frontera,36.4327335,-5.4527477,ES,Andalusia
471,Guadalcanal,38.0928826,-5.8176004,ES,Andalusia
472,Las Cabezas de San Juan,36.9806706,-5.9406692,ES,Andalusia
473,Nerja,36.7468565,-3.8790164,ES,Andalusia
474,Almonte,37.2611686,-6.5175751,ES,Andalusia
475,Olvera,36.9342358,-5.258998,ES,Andalusia
476,Chipiona,36.7355451,-6.4348221,ES,Andalusia
477,San Roque,36.2096267,-5.3844546,ES,Andalusia
478,Alpandeire,36.6343447,-5.2028942,ES,Andalusia
479,Álora,36.8238814,-4.7063011,ES,Andalusia
480,Cala,37.9719249,-6.3168307,ES,Andalusia
481,Rincón de la Victoria,36.7162109,-4.2793767,ES,Andalusia
482,Almadén de la Plata,37.8736407,-6.0804954,ES,Andalusia
483,San José del Valle,36.6062584,-5.7997029,ES,Andalusia
484,Manilva,36.3769979,-5.2489786,ES,Andalusia
485,Carrión de los Céspedes,37.368131,-6.32942,ES,Andalusia
486,Barbate,36.1923983,-5.9192837,ES,Andalusia
487,Medina Sidonia,36.4576714,-5.9272725,ES,Andalusia
488,Salobreña,36.7463725,-3.587332,ES,Andalusia
489,El Bosque,36.757294,-5.5067224,ES,Andalusia
490,Castell de Ferro,36.7224798,-3.3591422,ES,Andalusia
491,Marbella,36.508976,-4.88562,ES,Andalusia
492,Osuna,37.2373532,-5.1033306,ES,Andalusia
493,Nerpio,38.1482489,-2.3014306,ES,Castile-La Mancha
494,Carboneras,36.9968699,-1.8946552,ES,Andalusia
495,Yeste,38.3669265,-2.3190394,ES,Castile-La Mancha
496,Láujar de Andarax,36.9939431,-2.8898117,ES,Andalusia
497,Torre Pacheco,37.743133,-0.9539015,ES,Region of Murcia
498,Fuente de Piedra,37.13528,-4.7298858,ES,Andalusia
499,Fuente Álamo de Murcia,37.7226135,-1.1722273,ES,Region of Murcia
500,Albox,37.3880282,-2.1455544,ES,Andalusia
501,El Ejido,36.7753425,-2.8168228,ES,Andalusia
502,Cabo de Gata,36.7811435,-2.2421768,ES,Andalusia
503,Abanilla,38.2053567,-1.0408321,ES,Region of Murcia
504,Totana,37.7710024,-1.5001618,ES,Region of Murcia
505,Calasparra,38.2309457,-1.7000042,ES,Region of Murcia
506,Alhama de Murcia,37.8515145,-1.4251045,ES,Region of Murcia
507,Villena,38.6360967,-0.8659745,ES,Valencian Community
508,Orihuela,38.0856891,-0.9448805,ES,Valencian Community
509,Mula,38.0418669,-1.4906872,ES,Region of Murcia
510,Molina de Segura,38.0580379,-1.206233,ES,Region of Murcia
511,Novelda,38.3842144,-0.7674146,ES,Valencian Community
512,Archena,38.1178119,-1.3025236,ES,Region of Murcia
513,Rojales,38.0871747,-0.7228213,ES,Valencian Community
514,Fontanars dels Alforins,38.78302,-0.7853353,ES,Valencian Community
515,Moratalla,38.1884392,-1.8909344,ES,Region of Murcia
516,Puerto Lumbreras,37.5635045,-1.8076233,ES,Region of Murcia
517,Jumilla,38.4735408,-1.3285417,ES,Region of Murcia
518,Tobarra,38.5942761,-1.6886456,ES,Castile-La Mancha
519,Bullas,38.0497852,-1.6703391,ES,Region of Murcia
520,Elx / Elche,38.2653307,-0.6988391,ES,Valencian Community
521,Bicorp,39.1323971,-0.7877353,ES,Valencian Community
522,Jabaloyas,40.240197,-1.4075138,ES,Aragon
523,Carcaixent,39.1209651,-0.4472814,ES,Valencian Community
524,Albarracín,40.4072825,-1.4442792,ES,Aragon
525,Mira,39.7210593,-1.4395226,ES,Castile-La Mancha
526,Ademuz,40.0632676,-1.2862304,ES,Valencian Community
527,Turís,39.389881,-0.7104813,ES,Valencian Community
528,Alcoi / Alcoy,38.6982275,-0.4747767,ES,Valencian Community
529,Jalance,39.1909885,-1.0772386,ES,Valencian Community
530,Chelva,39.7486658,-0.9976861,ES,Valencian Community
531,Ontinyent,38.8208523,-0.6099929,ES,Valencian Community
532,Pego,38.8421876,-0.1178782,ES,Valencian Community
533,Barx,39.0148124,-0.302021,ES,Valencian Community
534,Miramar,38.9505154,-0.1415109,ES,Valencian Community
535,Zarra,39.091467,-1.0751647,ES,Valencian Community
536,Benidorm,38.5406255,-0.1290929,ES,Valencian Community
537,Salvacañete,40.0984878,-1.5020884,ES,Castile-La Mancha
538,Almansa,38.8682065,-1.0978627,ES,Castile-La Mancha
539,Motilla del Palancar,39.5629507,-1.9122236,ES,Castile-La Mancha
540,Atzeneta del Maestrat,40.2166007,-0.1709719,ES,Valencian Community
541,Sagunto,39.6792916,-0.2786451,ES,Valencian Community
542,Llíria,39.6251478,-0.5952749,ES,Valencian Community
543,Haro,42.5768922,-2.8466768,ES,Rioja
544,Santa Gadea de Alfoz,42.9559407,-3.9514399,ES,Castile and León
545,Cedrillas,40.436033,-0.8528742,ES,Aragon
546,Sargentes de la Lora,42.7689435,-3.8721491,ES,Castile and León
547,Torreblanca,40.2202661,0.1953363,ES,Valencian Community
548,Mosqueruela,40.3615312,-0.4492901,ES,Aragon
549,Briviesca,42.549796,-3.3218059,ES,Castile and León
550,Miranda de Ebro,42.6855632,-2.9478451,ES,Castile and León
551,Montanejos,40.068152,-0.522929,ES,Valencian Community
552,Lalastra,42.8758814,-3.229937,ES,Autonomous Community of the Basque Country
553,Segorbe,39.8519011,-0.4895537,ES,Valencian Community
554,Isaba/Izaba,42.8612067,-0.9232001,ES,Navarre
555,Cenicero,42.4813371,-2.6420483,ES,Rioja
556,Oroz-Betelu/Orotz-Betelu,42.8955387,-1.3037633,ES,Navarre
557,Los Arcos,42.5697418,-2.1923085,ES,Navarre
558,Orreaga/Roncesvalles,43.0091669,-1.3201731,ES,Navarre
559,Nájera,42.416745,-2.7336874,ES,Rioja
560,Olite/Erriberri,42.4813623,-1.6512224,ES,Navarre
561,Enciso,42.1487237,-2.2689829,ES,Rioja
562,Canfranc,42.7166903,-0.5252186,ES,Aragon
563,Campezo/Kanpezu,42.6691469,-2.3520513,ES,Autonomous Community of the Basque Country
564,Cáseda,42.5242929,-1.3674903,ES,Navarre
565,Leza,42.5655553,-2.6342866,ES,Autonomous Community of the Basque Country
566,Navascués/Nabaskoze,42.7189622,-1.1162375,ES,Navarre
567,Labastida/Bastida,42.5903817,-2.7928698,ES,Autonomous Community of the Basque Country
568,Tudela,42.063972,-1.6053391,ES,Navarre
569,Larraga,42.5580517,-1.8500707,ES,Navarre
570,La Almunia de Doña Godina,41.4777846,-1.3732802,ES,Aragon
571,Santa Eulalia,40.5689033,-1.3144106,ES,Aragon
572,Tarazona,41.9065093,-1.7216461,ES,Aragon
573,Fonfría,41.6361335,-6.1394852,ES,Castile and León
574,Castejón de Valdejasa,41.9823399,-0.9942228,ES,Aragon
575,Monreal/Elo,42.7048477,-1.5072472,ES,Navarre
576,San Pedro Manrique,42.029187,-2.229759,ES,Castile and León
577,Ejea de los Caballeros,42.1264653,-1.1382958,ES,Aragon
578,Alhama de Aragón,41.2965036,-1.8949513,ES,Aragon
579,Almazul,41.5746727,-2.1458688,ES,Castile and León
580,Irurtzun,42.9184675,-1.8286391,ES,Navarre
581,Monteagudo,41.9620037,-1.6939437,ES,Navarre
582,Arcos de Jalón,41.2157666,-2.2753018,ES,Castile and León
583,El Pedregal,40.7795239,-1.5708608,ES,Castile-La Mancha
584,Morella,40.6188277,-0.0998026,ES,Valencian Community
585,Quinto,41.4248588,-0.4976071,ES,Aragon
586,Almudévar,42.0427209,-0.5808273,ES,Aragon
587,Esterri d'Àneu,42.6274685,1.1228821,ES,Catalonia
588,Valmadrid,41.4434021,-0.8844837,ES,Aragon
589,Martinet,42.3604819,1.6943895,ES,Catalonia
590,Coll de Nargó,42.1739087,1.3161338,ES,Catalonia
591,Montalbán,40.8324095,-0.7994195,ES,Aragon
592,Leciñena,41.7990634,-0.6114256,ES,Aragon
593,Torà,41.8120807,1.4037146,ES,Catalonia
594,Tuixent,42.2312502,1.5659834,ES,Catalonia
595,Híjar,41.1747377,-0.4515985,ES,Aragon
596,Sabiñánigo,42.518364,-0.3647899,ES,Aragon
597,Castellote,40.7996276,-0.3197027,ES,Aragon
598,Artesa de Segre,41.8962914,1.0471121,ES,Catalonia
599,Muniesa,41.0315677,-0.8099565,ES,Aragon
600,el Soleràs,41.4134942,0.6819598,ES,Catalonia
601,la Pobla de Cérvoles,41.3674223,0.9157069,ES,Catalonia
602,Torla-Ordesa,42.6276936,-0.112138,ES,Aragon
603,la Torre de Cabdella,42.4223351,0.9821933,ES,Catalonia
604,Seira,42.4774053,0.4334047,ES,Aragon
605,Llimiana,42.0750605,0.91585,ES,Catalonia
606,Llorac,41.5561484,1.3071491,ES,Catalonia
607,la Vall de Boí,42.5428062,0.867563082949543,ES,Catalonia
608,Benasque,42.6052663,0.5237318,ES,Aragon
609,els Torms,41.3949661,0.7194703,ES,Catalonia
610,Os de Balaguer,41.8713099,0.7193399,ES,Catalonia
611,Mollerussa,41.6330928,0.895495,ES,Catalonia
612,Benabarre / Benavarri,42.1063097,0.4818841,ES,Aragon
613,Sopeira,42.3172402,0.7469658,ES,Aragon
614,la Pobla de Massaluca,41.1815773,0.3538282,ES,Catalonia
615,Lanaja,41.7730487,-0.3260224,ES,Aragon
616,Ballobar,41.620467,0.1919892,ES,Aragon
617,Bossòst,42.7859893,0.69312,ES,Catalonia
618,Fraga,41.5210138,0.3515596,ES,Aragon
619,Cabacés,41.2470037,0.7331063,ES,Catalonia
620,Bello,40.9217017,-1.4987972,ES,Aragon
621,Sariñena,41.7933952,-0.1574134,ES,Aragon
622,Huesca,42.1382539,-0.4080901,ES,Aragon
623,Barbastro,42.0366952,0.127238,ES,Aragon
624,Valderrobres / Vall de Roures,40.836143199999995,0.12093826722762696,ES,Aragon
625,Horta de Sant Joan,40.9554904,0.315402,ES,Catalonia
626,Rasquera,41.003625,0.5988478,ES,Catalonia
627,Luzaide,43.0926454,-1.3017388,ES,Navarre
628,Torrejón de Ardoz,40.4587767,-3.4793343,ES,Community of Madrid
629,Santa Cruz de Tenerife,28.467178,-16.2507843,ES,Canary Islands
630,Gaucín,36.5192377,-5.3177544,ES,Andalusia
631,Sotillo de la Adrada,40.2920324,-4.5826532,ES,Castile and León
632,Villarrodrigo,38.4872582,-2.6363672,ES,Andalusia
633,Oliva,38.9202443,-0.1208981,ES,Valencian Community
634,Vélez-Málaga,36.7818354,-4.0988099,ES,Andalusia
635,Retamal de Llerena,38.5774119,-5.8389958,ES,Extremadura
636,San Roque de Riomiera,43.2191046,-3.720078851403587,ES,Cantabria
637,Huéscar,37.8086268,-2.5398775,ES,Andalusia
