,SO2,NO,NO2,O3,VEL,DIR,TEM,HUM,PRE,RAD,LLU,PM10,date,estacion,hora
1197,0.8,0.2,1.89,76.02,0.0,305.0,15.71,73.0,954.0,97.0,0.0,10.67,2024-11-04 00:10:00,16,14:20
1198,1.04,0.11,1.7,78.52,0.0,307.0,16.14,71.0,953.0,100.0,0.0,10.67,2024-11-04 00:10:00,16,14:30
1199,1.04,0.11,1.65,81.76,0.0,318.0,16.38,69.0,953.0,91.0,0.0,10.67,2024-11-04 00:10:00,16,14:40
1200,1.05,0.18,1.75,74.0,0.0,329.0,16.43,70.0,953.0,89.0,0.0,10.67,2024-11-04 00:10:00,16,14:50
1201,1.0,0.25,1.99,67.39,0.0,317.0,16.15,73.0,953.0,84.0,0.0,10.67,2024-11-04 00:10:00,16,15:00
1202,0.93,0.16,1.9,71.17,0.0,292.0,16.01,73.0,953.0,79.0,0.0,9.9,2024-11-04 00:10:00,16,15:10
1203,0.84,0.19,1.84,71.52,0.0,278.0,16.12,73.0,953.0,74.0,0.0,9.76,2024-11-04 00:10:00,16,15:20
1204,0.82,0.13,2.0,73.19,0.0,284.0,16.13,72.0,953.0,68.0,0.0,9.76,2024-11-04 00:10:00,16,15:30
1205,0.88,0.14,1.9,74.5,0.0,284.0,16.26,71.0,953.0,62.0,0.0,9.76,2024-11-04 00:10:00,16,15:40
1206,0.74,0.17,1.88,72.63,0.0,283.0,16.53,70.0,953.0,69.0,0.0,9.76,2024-11-04 00:10:00,16,15:50
1207,0.94,0.19,1.99,66.53,0.0,280.0,16.48,73.0,953.0,72.0,0.0,9.76,2024-11-04 00:10:00,16,16:00
1208,1.07,0.17,1.95,72.42,0.0,279.0,16.78,70.0,953.0,56.0,0.0,11.82,2024-11-04 00:10:00,16,16:10
1209,0.97,0.15,2.09,73.34,0.0,278.0,16.61,68.0,953.0,37.0,0.0,12.2,2024-11-04 00:10:00,16,16:20
1210,0.91,0.15,2.08,69.61,0.0,276.0,16.37,71.0,953.0,27.0,0.0,12.2,2024-11-04 00:10:00,16,16:30
1211,0.77,0.2,2.55,52.09,0.0,288.0,16.05,79.0,953.0,21.0,0.0,12.2,2024-11-04 00:10:00,16,16:40
1212,0.8,0.16,3.17,54.66,0.0,113.0,15.63,84.0,953.0,15.0,0.0,12.2,2024-11-04 00:10:00,16,16:50
1213,0.75,0.14,3.4,56.09,0.0,96.0,15.47,84.0,953.0,10.0,0.0,12.2,2024-11-04 00:10:00,16,17:00
1214,0.75,0.16,3.86,55.38,0.0,113.0,15.61,85.0,953.0,7.0,0.0,13.49,2024-11-04 00:10:00,16,17:10
1215,0.82,0.14,2.83,65.43,0.0,138.0,15.78,82.0,953.0,3.0,0.0,13.73,2024-11-04 00:10:00,16,17:20
1216,0.63,0.11,3.05,67.47,0.0,147.0,15.73,80.0,953.0,1.0,0.0,13.73,2024-11-04 00:10:00,16,17:30
1217,0.66,0.06,3.78,64.2,0.0,145.0,15.46,81.0,953.0,2.0,0.0,13.73,2024-11-04 00:10:00,16,17:40
1218,0.82,0.05,3.96,62.77,0.0,162.0,15.34,82.0,953.0,3.0,0.0,13.73,2024-11-04 00:10:00,16,17:50
1219,0.93,0.05,3.62,63.15,0.0,173.0,15.39,81.0,953.0,3.0,0.0,13.73,2024-11-04 00:10:00,16,18:00
1220,1.09,0.09,3.34,63.65,0.0,165.0,15.48,81.0,953.0,3.0,0.0,11.92,2024-11-04 00:10:00,16,18:10
1221,1.14,0.08,3.84,56.65,0.0,173.0,15.06,83.0,953.0,3.0,0.0,11.58,2024-11-04 00:10:00,16,18:20
1222,1.0,0.09,4.3,54.26,0.0,170.0,14.82,84.0,953.0,2.0,0.0,11.59,2024-11-04 00:10:00,16,18:30
1223,1.12,0.09,4.3,51.82,0.0,165.0,14.67,86.0,953.0,3.0,0.0,11.59,2024-11-04 00:10:00,16,18:40
1224,0.71,0.13,4.82,53.76,0.0,169.0,14.7,87.0,954.0,2.0,0.0,11.59,2024-11-04 00:10:00,16,18:50
1225,0.83,0.1,5.25,52.92,0.0,177.0,14.73,87.0,954.0,2.0,0.0,11.59,2024-11-04 00:10:00,16,19:00
1226,1.19,0.1,5.42,46.84,0.04,180.0,14.53,89.0,954.0,3.0,0.0,11.85,2024-11-04 00:10:00,16,19:10
1227,1.0,0.11,5.95,46.9,0.0,175.0,14.4,91.0,954.0,2.0,0.0,11.9,2024-11-04 00:10:00,16,19:20
1228,1.05,0.1,6.47,49.84,0.0,171.0,14.41,92.0,954.0,3.0,0.0,11.9,2024-11-04 00:10:00,16,19:30
1229,1.12,0.08,6.4,52.59,0.0,178.0,14.55,90.0,954.0,3.0,0.0,11.9,2024-11-04 00:10:00,16,19:40
1230,0.92,0.1,6.25,51.84,0.0,174.0,14.51,89.0,954.0,3.0,0.0,11.9,2024-11-04 00:10:00,16,19:50
1231,0.77,0.07,4.46,59.72,0.0,214.0,15.08,88.0,954.0,3.0,0.0,11.9,2024-11-04 00:10:00,16,20:00
1232,0.68,0.14,4.05,57.65,0.03,212.0,15.13,88.0,954.0,3.0,0.0,15.51,2024-11-04 00:10:00,16,20:10
1233,0.74,0.11,5.23,51.67,0.0,216.0,14.82,89.0,954.0,2.0,0.0,16.17,2024-11-04 00:10:00,16,20:20
1234,0.64,0.1,5.87,51.98,2.0,212.0,14.78,90.0,954.0,3.0,0.0,16.17,2024-11-04 00:10:00,16,20:30
1235,0.4,0.18,4.39,55.55,3.16,196.0,15.08,91.0,954.0,2.0,0.0,16.17,2024-11-04 00:10:00,16,20:40
1236,0.73,0.15,3.06,67.49,3.46,190.0,15.73,87.0,954.0,3.0,0.0,16.17,2024-11-04 00:10:00,16,20:50
1237,1.04,0.13,2.83,68.23,2.86,182.0,15.71,84.0,954.0,3.0,0.0,16.17,2024-11-04 00:10:00,16,21:00
1238,0.73,0.12,2.88,68.32,2.34,181.0,15.51,84.0,954.0,3.0,0.0,15.76,2024-11-04 00:10:00,16,21:10
1239,0.91,0.12,2.87,68.84,2.17,182.0,15.53,84.0,954.0,3.0,0.0,15.58,2024-11-04 00:10:00,16,21:20
1240,0.87,0.14,2.52,73.43,2.77,189.0,15.81,83.0,954.0,3.0,0.0,15.57,2024-11-04 00:10:00,16,21:30
1241,1.03,0.12,2.27,75.22,3.22,187.0,15.82,84.0,954.0,3.0,0.0,15.59,2024-11-04 00:10:00,16,21:40
1242,1.06,0.15,2.34,72.4,2.33,193.0,15.51,84.0,954.0,2.0,0.0,15.62,2024-11-04 00:10:00,16,21:50
1243,0.83,0.13,2.43,70.75,3.29,196.0,15.37,86.0,954.0,2.0,0.0,15.62,2024-11-04 00:10:00,16,22:00
1244,0.98,0.19,2.28,73.05,3.1,193.0,15.44,86.0,954.0,2.0,0.0,13.76,2024-11-04 00:10:00,16,22:10
1245,1.05,0.06,2.17,74.74,2.62,197.0,15.45,86.0,954.0,3.0,0.0,13.42,2024-11-04 00:10:00,16,22:20
1246,1.03,0.06,2.13,74.0,2.08,206.0,15.26,86.0,954.0,3.0,0.0,13.42,2024-11-04 00:10:00,16,22:30
1247,0.75,0.12,2.45,70.85,3.01,218.0,15.18,87.0,954.0,3.0,0.0,13.42,2024-11-04 00:10:00,16,22:40
1248,0.8,0.17,2.37,71.28,3.39,203.0,15.32,88.0,954.0,3.0,0.0,13.42,2024-11-04 00:10:00,16,22:50
1249,0.73,0.15,2.43,69.66,2.57,214.0,15.14,88.0,955.0,2.0,0.0,13.42,2024-11-04 00:10:00,16,23:00
1250,,,,,,,,,,,,,2024-11-04 00:10:00,16,
1251,1.3,0.08,1.16,74.2,4.11,206.77,11.84,78.6,905.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,00:10
1252,1.38,0.09,1.2,74.52,3.97,206.7,12.03,78.26,905.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,00:20
1253,1.34,0.08,1.09,75.41,3.7,202.04,12.13,78.05,905.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,00:30
1254,1.18,0.12,0.9,76.75,3.92,199.41,12.27,77.73,905.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,00:40
1255,1.2,0.13,0.92,76.35,3.96,198.57,12.31,76.62,905.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,00:50
1256,1.13,0.13,0.97,75.37,3.52,198.46,12.23,76.22,904.97,0.0,0.0,14.0,2024-11-04 00:10:00,13,01:00
1257,1.14,0.15,1.05,75.13,3.83,195.47,12.24,76.47,904.51,0.0,0.0,18.0,2024-11-04 00:10:00,13,01:10
1258,1.27,0.16,1.12,75.17,3.75,193.96,12.12,77.12,904.14,0.0,0.0,18.0,2024-11-04 00:10:00,13,01:20
1259,1.36,0.16,1.05,73.97,3.09,187.34,11.9,78.28,904.0,0.0,0.0,18.0,2024-11-04 00:10:00,13,01:30
1260,1.42,0.12,0.92,75.59,2.96,186.04,12.17,78.06,904.01,0.0,0.0,18.0,2024-11-04 00:10:00,13,01:40
1261,1.42,0.14,0.69,76.72,3.34,189.16,12.23,78.0,904.0,0.0,0.0,18.0,2024-11-04 00:10:00,13,01:50
1262,1.2,0.11,0.71,75.76,3.63,192.69,12.19,78.0,904.0,0.0,0.0,18.0,2024-11-04 00:10:00,13,02:00
1263,1.29,0.12,0.7,76.19,3.51,190.35,12.17,78.01,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,02:10
1264,1.26,0.17,0.63,76.16,3.83,193.7,12.2,78.0,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,02:20
1265,1.32,0.14,0.78,75.16,4.26,192.89,12.11,78.44,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,02:30
1266,1.33,0.15,0.75,75.01,3.78,190.77,12.15,79.0,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,02:40
1267,1.15,0.12,0.73,76.13,4.2,199.4,12.14,79.0,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,02:50
1268,1.3,0.12,0.68,76.48,4.39,204.24,12.22,78.61,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,03:00
1269,1.22,0.13,0.53,76.59,4.23,204.17,12.31,78.02,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,03:10
1270,1.18,0.1,0.54,76.95,4.47,204.74,12.41,77.29,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,03:20
1271,1.26,0.12,0.62,76.81,4.25,205.16,12.38,77.17,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,03:30
1272,1.31,0.14,0.52,78.11,3.92,207.4,12.6,76.34,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,03:40
1273,1.32,0.14,0.54,77.76,3.43,207.0,12.51,76.16,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,03:50
1274,1.21,0.15,0.48,79.19,3.4,200.37,12.6,76.02,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,04:00
1275,1.2,0.16,0.42,78.6,3.49,195.52,12.67,75.23,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,04:10
1276,1.28,0.11,0.47,79.38,3.64,193.36,12.87,74.4,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,04:20
1277,1.27,0.11,0.45,80.8,3.4,194.22,13.0,73.01,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,04:30
1278,1.38,0.23,0.27,72.35,1.61,175.88,12.71,73.05,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,04:40
1279,1.3,0.13,0.71,56.42,1.95,138.03,10.44,81.68,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,04:50
1280,1.29,0.21,0.82,55.43,2.3,136.41,9.61,88.34,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,05:00
1281,1.45,0.19,0.93,56.79,2.07,135.4,9.76,89.96,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,05:10
1282,1.37,0.19,1.3,51.83,2.6,138.33,9.06,93.86,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,05:20
1283,1.34,0.19,1.44,56.37,2.27,146.36,9.86,94.49,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,05:30
1284,1.31,0.15,1.15,61.84,2.39,145.83,10.18,93.21,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,05:40
1285,1.18,0.09,1.03,60.16,2.24,144.47,10.1,92.89,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,05:50
1286,1.12,0.11,1.0,60.24,2.31,160.73,10.18,92.92,904.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,06:00
1287,1.25,0.12,1.01,64.32,2.11,162.96,10.68,90.89,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,06:10
1288,1.17,0.13,0.91,65.83,2.0,166.66,10.95,89.21,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,06:20
1289,1.05,0.1,0.96,62.41,2.44,152.12,10.81,88.55,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,06:30
1290,1.19,0.12,0.96,54.92,2.38,146.26,10.31,90.23,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,06:40
1291,1.29,0.12,1.06,53.22,2.52,152.88,10.06,92.61,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,06:50
1292,1.24,0.13,1.16,52.86,2.55,155.38,10.11,93.54,904.0,0.0,0.0,14.0,2024-11-04 00:10:00,13,07:00
1293,1.16,0.16,1.2,56.53,2.41,157.73,10.25,94.0,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,07:10
1294,1.2,0.16,1.29,55.87,2.37,160.79,10.32,94.0,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,07:20
1295,1.27,0.13,1.28,56.85,2.16,160.22,10.45,93.41,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,07:30
1296,1.21,0.12,1.23,57.63,2.03,165.0,10.51,93.31,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,07:40
1297,1.22,0.13,1.17,56.94,1.65,158.51,10.68,92.81,904.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,07:50
1298,1.23,0.16,1.17,55.61,1.36,168.15,10.71,92.82,904.2,0.0,0.0,17.0,2024-11-04 00:10:00,13,08:00
1299,1.3,0.17,1.06,57.76,2.18,171.21,11.03,91.67,904.63,0.0,0.0,12.0,2024-11-04 00:10:00,13,08:10
1300,1.14,0.17,1.02,63.2,2.68,175.91,11.47,89.42,904.31,11.97,0.0,11.0,2024-11-04 00:10:00,13,08:20
1301,0.52,0.16,0.93,61.66,2.57,172.94,11.84,87.49,904.03,99.01,0.0,11.0,2024-11-04 00:10:00,13,08:30
1302,-0.11,0.15,0.93,43.28,1.32,138.79,12.25,85.39,904.01,201.56,0.0,11.0,2024-11-04 00:10:00,13,08:40
1303,-0.34,0.23,1.24,29.74,0.91,154.13,12.07,84.82,904.0,133.18,0.0,11.0,2024-11-04 00:10:00,13,08:50
1304,0.03,0.35,1.48,27.38,0.99,136.49,12.54,82.96,904.0,297.63,0.0,11.0,2024-11-04 00:10:00,13,09:00
1305,0.57,0.44,1.65,29.17,0.71,137.75,12.84,81.9,904.02,116.29,0.0,18.0,2024-11-04 00:10:00,13,09:10
1306,1.03,0.54,1.94,27.34,0.92,138.64,11.96,83.12,904.32,104.31,0.0,18.0,2024-11-04 00:10:00,13,09:20
1307,1.3,0.58,2.2,27.39,1.4,153.04,12.24,86.27,904.69,122.12,0.0,18.0,2024-11-04 00:10:00,13,09:30
1308,1.51,0.66,2.1,31.69,0.88,157.7,12.85,86.09,904.97,172.0,0.0,18.0,2024-11-04 00:10:00,13,09:40
1309,1.7,0.64,2.04,30.56,0.62,153.66,13.75,83.93,905.0,326.31,0.0,18.0,2024-11-04 00:10:00,13,09:50
1310,1.79,0.81,2.0,33.98,1.17,132.2,14.39,79.65,905.0,504.35,0.0,18.0,2024-11-04 00:10:00,13,10:00
1311,1.79,0.67,1.49,53.81,1.64,192.74,14.84,73.83,905.0,474.64,0.0,9.0,2024-11-04 00:10:00,13,10:10
1312,1.77,0.44,1.19,52.63,0.83,155.75,15.91,70.18,905.0,323.75,0.0,9.0,2024-11-04 00:10:00,13,10:20
1313,1.81,0.46,1.59,48.52,1.05,172.44,15.15,69.92,905.0,183.74,0.0,9.0,2024-11-04 00:10:00,13,10:30
1314,1.73,0.39,1.38,50.69,0.9,182.41,15.03,71.17,905.0,223.72,0.0,9.0,2024-11-04 00:10:00,13,10:40
1315,1.71,0.79,2.13,32.86,0.38,127.0,15.04,75.58,905.0,253.29,0.0,9.0,2024-11-04 00:10:00,13,10:50
1316,1.68,1.07,2.61,31.2,0.94,79.31,14.84,77.31,905.0,418.74,0.0,9.0,2024-11-04 00:10:00,13,11:00
1317,1.54,1.25,2.54,34.11,1.33,100.27,14.95,75.2,905.0,444.33,0.0,13.0,2024-11-04 00:10:00,13,11:10
1318,1.24,1.22,2.86,35.3,1.06,110.59,14.61,75.25,905.0,219.82,0.0,13.0,2024-11-04 00:10:00,13,11:20
1319,1.36,1.33,3.29,31.05,0.72,100.72,14.85,77.56,905.0,428.89,0.0,13.0,2024-11-04 00:10:00,13,11:30
1320,1.42,1.73,3.24,32.7,1.41,109.44,15.2,74.52,905.0,564.57,0.0,13.0,2024-11-04 00:10:00,13,11:40
1321,1.31,1.73,3.04,35.54,1.21,108.84,15.6,73.77,904.99,523.77,0.0,13.0,2024-11-04 00:10:00,13,11:50
1322,1.18,1.44,3.18,35.79,0.88,99.85,16.21,72.94,904.86,511.97,0.0,13.0,2024-11-04 00:10:00,13,12:00
1323,1.24,1.33,3.07,40.17,0.57,104.07,17.1,70.51,904.29,507.08,0.0,13.0,2024-11-04 00:10:00,13,12:10
1324,1.29,1.23,2.87,41.79,0.48,158.29,17.51,68.65,904.02,508.5,0.0,13.0,2024-11-04 00:10:00,13,12:20
1325,1.14,1.07,2.86,45.19,0.79,182.45,18.04,62.48,904.0,518.14,0.0,13.0,2024-11-04 00:10:00,13,12:30
1326,1.21,0.53,1.87,63.11,0.78,234.17,18.25,54.36,904.0,335.02,0.0,13.0,2024-11-04 00:10:00,13,12:40
1327,1.21,0.38,1.47,59.03,1.48,327.2,16.79,61.55,904.0,306.77,0.0,13.0,2024-11-04 00:10:00,13,12:50
1328,1.16,0.71,2.56,47.67,0.88,65.83,17.77,64.96,904.0,532.6,0.0,13.0,2024-11-04 00:10:00,13,13:00
1329,1.07,0.86,2.43,49.83,0.72,23.64,18.08,63.15,904.0,524.75,0.0,14.0,2024-11-04 00:10:00,13,13:10
1330,1.08,0.74,2.09,61.44,1.49,229.6,18.43,55.2,904.0,504.39,0.0,14.0,2024-11-04 00:10:00,13,13:20
1331,1.37,0.34,0.96,80.1,1.66,301.49,18.08,50.7,904.0,474.06,0.0,14.0,2024-11-04 00:10:00,13,13:30
1332,1.34,0.19,0.65,80.42,1.56,311.75,17.98,50.65,904.0,275.2,0.0,14.0,2024-11-04 00:10:00,13,13:40
1333,1.26,0.17,0.7,79.45,2.09,279.38,17.79,52.56,904.0,362.35,0.0,14.0,2024-11-04 00:10:00,13,13:50
1334,1.09,0.17,0.66,79.99,2.73,275.08,18.37,50.96,904.0,468.26,0.0,14.0,2024-11-04 00:10:00,13,14:00
1335,1.02,0.17,0.45,80.87,2.24,263.33,18.33,50.95,904.0,394.92,0.0,17.0,2024-11-04 00:10:00,13,14:10
1336,1.1,0.18,0.45,81.01,2.3,271.86,18.42,51.23,904.0,408.22,0.0,17.0,2024-11-04 00:10:00,13,14:20
1337,1.25,0.16,0.52,79.9,2.69,268.93,17.77,51.97,904.0,229.57,0.0,17.0,2024-11-04 00:10:00,13,14:30
1338,1.53,0.2,0.52,79.93,2.43,268.04,18.19,53.46,904.0,350.58,0.0,17.0,2024-11-04 00:10:00,13,14:40
1339,1.5,0.23,0.55,78.99,2.79,280.73,17.86,53.56,904.0,199.78,0.0,17.0,2024-11-04 00:10:00,13,14:50
1340,1.39,0.2,0.5,79.06,2.7,280.29,17.47,55.31,904.0,127.12,0.0,17.0,2024-11-04 00:10:00,13,15:00
1341,1.34,0.16,0.5,76.61,1.7,260.25,16.85,58.46,904.0,39.79,0.0,13.0,2024-11-04 00:10:00,13,15:10
1342,1.2,0.15,0.62,75.74,2.25,258.22,16.75,60.29,904.0,47.81,0.0,13.0,2024-11-04 00:10:00,13,15:20
1343,1.31,0.17,0.63,77.52,2.33,282.41,17.48,59.95,904.0,213.87,0.0,13.0,2024-11-04 00:10:00,13,15:30
1344,1.45,0.18,0.48,79.75,3.49,299.68,17.6,55.46,904.0,189.79,0.0,13.0,2024-11-04 00:10:00,13,15:40
1345,1.52,0.15,0.43,80.98,3.8,279.71,17.44,54.78,904.0,126.68,0.0,13.0,2024-11-04 00:10:00,13,15:50
1346,1.36,0.18,0.35,80.17,3.84,278.78,17.3,56.25,904.0,106.64,0.0,13.0,2024-11-04 00:10:00,13,16:00
1347,1.16,0.15,0.38,79.25,3.41,277.23,17.14,56.74,904.0,63.73,0.0,12.0,2024-11-04 00:10:00,13,16:10
1348,1.21,0.14,0.35,79.38,3.5,268.88,16.5,57.01,904.0,3.3,0.0,12.0,2024-11-04 00:10:00,13,16:20
1349,1.48,0.13,0.48,77.55,2.66,265.83,15.87,60.67,904.0,0.0,0.0,12.0,2024-11-04 00:10:00,13,16:30
1350,1.35,0.14,0.84,73.2,2.22,273.84,15.27,65.11,904.0,0.0,0.0,12.0,2024-11-04 00:10:00,13,16:40
1351,1.17,0.26,1.2,70.63,2.8,276.25,14.97,68.31,904.0,0.0,0.0,12.0,2024-11-04 00:10:00,13,16:50
1352,1.16,0.19,1.13,70.72,2.34,272.03,14.75,70.3,904.0,0.0,0.0,12.0,2024-11-04 00:10:00,13,17:00
1353,1.15,0.1,0.95,71.41,2.56,268.92,14.68,70.42,904.0,0.0,0.0,11.0,2024-11-04 00:10:00,13,17:10
1354,1.25,0.11,1.1,72.84,2.41,257.53,14.63,70.14,904.0,0.0,0.0,11.0,2024-11-04 00:10:00,13,17:20
1355,1.41,0.11,0.77,73.73,2.5,257.77,14.56,70.15,904.03,0.0,0.0,11.0,2024-11-04 00:10:00,13,17:30
1356,1.37,0.13,0.77,74.25,2.85,254.58,14.47,70.44,904.02,0.0,0.0,11.0,2024-11-04 00:10:00,13,17:40
1357,1.21,0.08,1.02,75.12,2.56,258.13,14.42,70.79,904.02,0.0,0.0,11.0,2024-11-04 00:10:00,13,17:50
1358,1.34,0.15,1.18,73.94,2.19,265.4,14.1,72.08,904.65,0.0,0.0,11.0,2024-11-04 00:10:00,13,18:00
1359,1.36,0.14,1.51,71.99,2.75,274.58,13.81,73.8,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,18:10
1360,1.22,0.15,1.67,71.61,2.73,269.61,13.69,75.22,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,18:20
1361,1.4,0.16,1.64,71.21,2.95,266.61,13.56,76.3,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,18:30
1362,1.48,0.15,1.36,72.87,3.55,269.68,13.66,76.84,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,18:40
1363,1.41,0.12,1.21,72.41,3.04,266.62,13.54,77.1,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,18:50
1364,1.47,0.13,1.15,71.94,3.03,261.54,13.5,77.9,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,19:00
1365,1.4,0.13,0.88,73.88,3.2,268.38,13.78,77.21,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,19:10
1366,1.24,0.14,0.88,72.09,3.05,267.81,13.74,77.42,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,19:20
1367,1.26,0.12,0.98,71.07,2.69,265.61,13.68,78.24,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,19:30
1368,1.28,0.12,0.94,70.14,2.59,271.69,13.7,78.91,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,19:40
1369,1.16,0.08,0.99,71.09,3.01,265.12,13.74,78.96,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,19:50
1370,1.17,0.1,0.99,70.27,3.34,269.89,13.54,80.4,905.0,0.0,0.0,17.0,2024-11-04 00:10:00,13,20:00
1371,1.2,0.12,0.94,71.05,4.22,270.59,13.56,81.21,905.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,20:10
1372,1.25,0.11,0.94,71.13,4.13,269.37,13.4,82.58,905.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,20:20
1373,1.24,0.11,0.94,71.58,3.84,256.81,13.3,83.51,905.09,0.0,0.0,15.0,2024-11-04 00:10:00,13,20:30
1374,1.31,0.12,0.85,72.04,3.25,258.63,13.15,84.92,905.41,0.0,0.0,15.0,2024-11-04 00:10:00,13,20:40
1375,1.39,0.12,1.08,70.08,3.29,250.04,12.9,87.71,905.31,0.0,0.0,15.0,2024-11-04 00:10:00,13,20:50
1376,1.38,0.12,0.88,73.99,3.28,253.78,12.91,87.06,905.55,0.0,0.0,15.0,2024-11-04 00:10:00,13,21:00
1377,1.41,0.15,0.65,74.73,3.11,254.04,12.9,87.39,905.26,0.0,0.0,16.0,2024-11-04 00:10:00,13,21:10
1378,1.22,0.11,0.73,74.39,3.04,255.25,12.88,88.07,905.54,0.0,0.0,16.0,2024-11-04 00:10:00,13,21:20
1379,1.14,0.1,0.66,74.25,3.09,254.69,12.95,87.75,905.89,0.0,0.0,16.0,2024-11-04 00:10:00,13,21:30
1380,1.21,0.08,0.9,73.34,3.44,257.91,13.08,86.02,905.98,0.0,0.0,16.0,2024-11-04 00:10:00,13,21:40
1381,1.08,0.12,1.04,72.81,3.41,255.94,13.14,85.0,906.0,0.0,0.0,16.0,2024-11-04 00:10:00,13,21:50
1382,1.08,0.07,1.14,72.17,3.21,258.72,13.19,84.58,906.0,0.0,0.0,16.0,2024-11-04 00:10:00,13,22:00
1383,1.15,0.08,1.16,70.44,3.07,262.72,13.15,84.76,906.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,22:10
1384,1.15,0.08,1.31,69.69,3.09,261.32,13.11,84.99,906.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,22:20
1385,1.21,0.1,1.16,69.07,3.13,262.88,12.94,86.14,906.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,22:30
1386,1.19,0.07,1.05,69.61,3.3,256.73,12.8,87.04,906.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,22:40
1387,1.04,0.03,0.89,69.66,3.4,247.81,12.71,88.53,906.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,22:50
1388,1.14,0.03,0.84,68.54,3.11,244.92,12.62,89.74,906.0,0.0,0.0,15.0,2024-11-04 00:10:00,13,23:00
1389,,,,,,,,,,,,,2024-11-04 00:10:00,13,
1390,0.14,0.06,0.67,79.62,2.37,105.19,11.07,82.75,913.0,6.49,0.0,0.0,2024-11-04 00:10:00,1,00:10
1391,0.23,0.07,0.88,77.18,0.86,52.59,10.71,83.82,913.0,7.04,0.0,0.0,2024-11-04 00:10:00,1,00:20
1392,0.21,0.05,0.82,74.88,0.82,55.27,10.36,88.01,913.0,6.9,0.0,0.0,2024-11-04 00:10:00,1,00:30
1393,0.13,0.04,0.93,75.93,1.24,26.6,10.29,91.57,913.0,6.7,0.0,0.0,2024-11-04 00:10:00,1,00:40
1394,0.18,0.1,0.83,78.31,1.21,31.53,10.5,90.34,913.0,6.46,0.0,0.0,2024-11-04 00:10:00,1,00:50
1395,0.13,0.07,0.82,77.83,1.1,30.2,10.5,90.48,913.0,6.44,0.0,0.0,2024-11-04 00:10:00,1,01:00
1396,0.22,0.08,0.82,80.23,0.97,29.38,10.79,86.84,913.0,6.25,0.0,0.0,2024-11-04 00:10:00,1,01:10
